str;long;
Alle 5 Sek. 8 Gesundheit;2432;xxxx
Alle 5 Sek. 8 Gesundheit;2433;xxxx
Alle 5 Sek. 9 Gesundheit;2434;xxxx
Alle 5 Sek. 9 Gesundheit;2435;xxxx
Alle 5 Sek. 9 Gesundheit;2436;xxxx
Alle 5 Sek. 9 Gesundheit;2437;xxxx
Alle 5 Sek. 10 Gesundheit;2438;xxxx
+7 Frostzauberschaden;2443;xxxx
+7 Feuerwiderstand;2463;xxxx
+5 Feuerwiderstand;2483;xxxx
+5 Frostwiderstand;2484;xxxx
+5 Arkanwiderstand;2485;xxxx
+5 Naturwiderstand;2486;xxxx
+5 Schattenwiderstand;2487;xxxx
+5 alle Widerstandsarten;2488;xxxx
+5 Verteidigungswertung;2503;xxxx
+30 Zaubermacht;2504;xxxx
+29 Zaubermacht;2505;xxxx
+28 Kritische Nahkampftrefferwertung;2506;xxxx
+30 Distanztrefferwertung;2523;xxxx
+10 Tempowertung;2543;xxxx
+8 Zaubermacht;2544;xxxx
+12 Ausweichwertung;2545;xxxx
+15 Stärke;2563;xxxx
+15 Beweglichkeit;2564;xxxx
Alle 5 Sek. 5 Mana;2565;xxxx
+13 Zaubermacht;2566;xxxx
+20 Willenskraft;2567;xxxx
+22 Intelligenz;2568;xxxx
+10 Verteidigungswertung, +10 Ausdauer und +30 Blockwert;2583;xxxx
+10 Verteidigung, +10 Ausdauer und +12 Zaubermacht;2584;xxxx
+28 Angriffskraft / +12 Ausweichwertung;2585;xxxx
+24 Distanzangriffskraft / +10 Ausdauer / +10 Trefferwertung;2586;xxxx
+13 Zaubermacht und +15 Intelligenz;2587;xxxx
+18 Zaubermacht und +8 Trefferwertung;2588;xxxx
+18 Zaubermacht und +10 Ausdauer;2589;xxxx
+13 Zaubermacht, +10 Ausdauer und alle 5 Sek. 5 Mana;2590;xxxx
+10 Intelligenz, +10 Ausdauer und +12 Zaubermacht;2591;xxxx
+2 Angeln;2603;xxxx
+18 Zaubermacht;2604;xxxx
+18 Zaubermacht;2605;xxxx
+30 Angriffskraft;2606;xxxx
+12 Zaubermacht;2607;xxxx
+13 Zaubermacht;2608;xxxx
+15 Zaubermacht;2609;xxxx
+14 Zaubermacht;2610;xxxx
zzOLDBlank;2611;xxxx
+18 Zaubermacht;2612;xxxx
+2% Bedrohung;2613;xxxx
+20 Schattenzaubermacht;2614;xxxx
+20 Frostzaubermacht;2615;xxxx
+20 Feuerzaubermacht;2616;xxxx
+16 Zaubermacht;2617;xxxx
+15 Beweglichkeit;2618;xxxx
+15 Feuerwiderstand;2619;xxxx
+15 Naturwiderstand;2620;xxxx
2% verringerte Bedrohung;2621;xxxx
+12 Ausweichwertung;2622;xxxx
Schwaches Zauberöl;2623;xxxx
Schwaches Manaöl;2624;xxxx
Geringes Manaöl;2625;xxxx
Geringes Zauberöl;2626;xxxx
Zauberöl;2627;xxxx
Hervorragendes Zauberöl;2628;xxxx
Hervorragendes Manaöl;2629;xxxx
Tödliches Gift V;2630;xxxx
Rückkopplung 6;2631;xxxx
Felsbeißer 8;2632;xxxx
Felsbeißer 9;2633;xxxx
Flammenzunge 7;2634;xxxx
Frostbrand 6;2635;xxxx
Windzorn 5;2636;xxxx
Totem der Flammenzunge 5;2637;xxxx
Totem des Windzorns 4;2638;xxxx
Totem des Windzorns 5;2639;xxxx
Beruhigendes Gift;2640;xxxx
Sofort wirkendes Gift VII;2641;xxxx
Tödliches Gift VI;2642;xxxx
Tödliches Gift VII;2643;xxxx
Wundgift V;2644;xxxx
Feuerstein 5;2645;xxxx
+25 Beweglichkeit;2646;xxxx
+12 Stärke;2647;xxxx
+12 Verteidigungswertung;2648;xxxx
+12 Ausdauer;2649;xxxx
+15 Zaubermacht;2650;xxxx
+12 Zaubermacht;2651;xxxx
+11 Zaubermacht;2652;xxxx
+36 Blockwert;2653;xxxx
+12 Intelligenz;2654;xxxx
+15 Blockwertung;2655;xxxx
Alle 5 Sek. 5 Gesundheit und Mana;2656;xxxx
+12 Beweglichkeit;2657;xxxx
+10 Trefferwertung und +10 Kritische Trefferwertung;2658;xxxx
+150 Gesundheit;2659;xxxx
+150 Mana;2660;xxxx
+6 alle Werte;2661;xxxx
+120 Rüstung;2662;xxxx
+7 alle Widerstandsarten;2663;xxxx
+7 alle Widerstandsarten;2664;xxxx
+35 Willenskraft;2665;xxxx
+30 Intelligenz;2666;xxxx
+70 Angriffskraft;2667;xxxx
+20 Stärke;2668;xxxx
+40 Zaubermacht;2669;xxxx
+35 Beweglichkeit;2670;xxxx
+50 Arkan- und Feuerzaubermacht;2671;xxxx
+54 Schatten- und Frostzaubermacht;2672;xxxx
Mungo;2673;xxxx
Zauberflut;2674;xxxx
Meister des Kampfes;2675;xxxx
Überragendes Manaöl;2676;xxxx
Überragendes Manaöl;2677;xxxx
Überragendes Zauberöl;2678;xxxx
Alle 5 Sek. 8 Mana;2679;xxxx
+7 alle Widerstandsarten;2680;xxxx
+10 Naturwiderstand;2681;xxxx
+10 Frostwiderstand;2682;xxxx
+10 Schattenwiderstand;2683;xxxx
+100 Angriffskraft gegen Untote;2684;xxxx
+60 Zaubermacht gegen Untote;2685;xxxx
+12 Beweglichkeit (2 rote Edelsteine);2702;xxxx
Geschärft (+12 Schaden);2712;xxxx
Geschärft (+14 Kritische Trefferwertung und +12 Schaden);2713;xxxx
Teufelsstahlstachel (26-38);2714;xxxx
+16 Zaubermacht und alle 5 Sek. 6 Mana;2715;xxxx
+16 Ausdauer und +100 Rüstung;2716;xxxx
+26 Angriffskraft und +14 Kritische Trefferwertung;2717;xxxx
Geringe Rune des Schutzes;2718;xxxx
Geringer Zauberschutz der Abschirmung;2719;xxxx
Großer Zauberschutz der Abschirmung;2720;xxxx
+15 Zaubermacht und +14 Kritische Trefferwertung;2721;xxxx
Zielfernrohr (+10 Schaden);2722;xxxx
Zielfernrohr (+12 Schaden);2723;xxxx
Zielfernrohr (+28 Kritische Trefferwertung);2724;xxxx
+25 Zaubermacht und +15 Ausdauer;2745;xxxx
+35 Zaubermacht und +20 Ausdauer;2746;xxxx
+25 Zaubermacht und +15 Ausdauer;2747;xxxx
+35 Zaubermacht und +20 Ausdauer;2748;xxxx
+12 Intelligenz;2749;xxxx
Alle 5 Sek. 6 Mana;2750;xxxx
+14 Kritische Trefferwertung;2751;xxxx
+8 Intelligenz;2766;xxxx
+8 Trefferwertung;2767;xxxx
+16 Zaubermacht;2768;xxxx
+11 Trefferwertung;2769;xxxx
+7 Zaubermacht;2770;xxxx
+8 Kritische Trefferwertung;2771;xxxx
+14 Kritische Trefferwertung;2772;xxxx
+16 Kritische Trefferwertung;2773;xxxx
+11 Intelligenz;2774;xxxx
+11 Kritische Trefferwertung;2775;xxxx
Alle 5 Sek. 3 Mana;2776;xxxx
+13 Willenskraft;2777;xxxx
+13 Zauberdurchschlagskraft;2778;xxxx
+16 Willenskraft;2779;xxxx
+20 Zauberdurchschlagskraft;2780;xxxx
+19 Ausdauer;2781;xxxx
+10 Beweglichkeit;2782;xxxx
+14 Trefferwertung;2783;xxxx
+12 Trefferwertung;2784;xxxx
+13 Trefferwertung;2785;xxxx
+7 Trefferwertung;2786;xxxx
+8 Kritische Trefferwertung;2787;xxxx
+9 Abhärtung;2788;xxxx
+15 Abhärtung;2789;xxxx
Geringe Rune des Schutzes;2790;xxxx
Große Rune des Schutzes;2791;xxxx
+8 Ausdauer;2792;xxxx
+8 Verteidigungswertung;2793;xxxx
Alle 5 Sek. 4 Mana;2794;xxxx
Bequeme Einlegesohlen;2795;xxxx
+15 Ausweichwertung;2796;xxxx
+9 Ausweichwertung;2797;xxxx
+$i Intelligenz (+$n/+$f);2798;xxxx
+$i Ausdauer (+$n/+$f);2799;xxxx
+$i Rüstung (+$n/+$f);2800;xxxx
+8 Abhärtung;2801;xxxx
+$i Beweglichkeit;2802;xxxx
+$i Ausdauer;2803;xxxx
+$i Intelligenz;2804;xxxx
+$i Stärke;2805;xxxx
+$i Willenskraft;2806;xxxx
+$i Arkanschaden;2807;xxxx
+$i Feuerschaden;2808;xxxx
+$i Naturschaden;2809;xxxx
+$i Frostschaden;2810;xxxx
+$i Schattenschaden;2811;xxxx
+$i Heilung;2812;xxxx
+$i Verteidigungswertung;2813;xxxx
Alle 5 Sek. $i Gesundheit;2814;xxxx
+$i Ausweichwertung;2815;xxxx
Alle 5 Sek. $i Mana;2816;xxxx
+$i Arkanwiderstand;2817;xxxx
+$i Feuerwiderstand;2818;xxxx
+$i Frostwiderstand;2819;xxxx
+$i Naturwiderstand;2820;xxxx
+$i Schattenwiderstand;2821;xxxx
+$i Kritische Trefferwertung;2822;xxxx
+$i Kritische Trefferwertung;2823;xxxx
+$i Zaubermacht;2824;xxxx
+$i Angriffskraft;2825;xxxx
+$i Blockwertung;2826;xxxx
Alle 5 Sek. 3 Mana;2836;xxxx
+7 Willenskraft;2837;xxxx
+7 Kritische Trefferwertung;2838;xxxx
+14 Kritische Trefferwertung;2839;xxxx
+21 Ausdauer;2840;xxxx
+10 Ausdauer;2841;xxxx
+8 Willenskraft;2842;xxxx
+8 Kritische Trefferwertung;2843;xxxx
+8 Trefferwertung;2844;xxxx
+11 Trefferwertung;2845;xxxx
Alle 5 Sek. 4 Mana;2846;xxxx
Alle 5 Sek. 4 Mana;2847;xxxx
Alle 5 Sek. 5 Mana;2848;xxxx
+7 Ausweichwertung;2849;xxxx
+13 Kritische Trefferwertung;2850;xxxx
+19 Ausdauer;2851;xxxx
Alle 5 Sek. 7 Mana;2852;xxxx
Alle 5 Sek. 8 Mana;2853;xxxx
Alle 5 Sek. 3 Mana;2854;xxxx
Alle 5 Sek. 5 Mana;2855;xxxx
+4 Abhärtungswertung;2856;xxxx
+2 Kritische Trefferwertung;2857;xxxx
+2 Kritische Trefferwertung;2858;xxxx
+3 Abhärtungswertung;2859;xxxx
+3 Trefferwertung;2860;xxxx
+3 Verteidigungswertung;2861;xxxx
+3 Abhärtungswertung;2862;xxxx
+3 Intelligenz;2863;xxxx
+4 Kritische Trefferwertung;2864;xxxx
Alle 5 Sek. 2 Mana;2865;xxxx
+3 Willenskraft;2866;xxxx
+2 Abhärtungswertung;2867;xxxx
+6 Ausdauer;2868;xxxx
+4 Intelligenz;2869;xxxx
+3 Parierwertung;2870;xxxx
+4 Ausweichwertung;2871;xxxx
+5 Zaubermacht;2872;xxxx
+4 Trefferwertung;2873;xxxx
+4 Kritische Trefferwertung;2874;xxxx
+3 Kritische Trefferwertung;2875;xxxx
+3 Ausweichwertung;2876;xxxx
+4 Beweglichkeit;2877;xxxx
+4 Abhärtungswertung;2878;xxxx
+3 Stärke;2879;xxxx
+3 Trefferwertung;2880;xxxx
Alle 5 Sek. 1 Mana;2881;xxxx
+6 Ausdauer;2882;xxxx
+4 Ausdauer;2883;xxxx
+2 Kritische Trefferwertung;2884;xxxx
+2 Kritische Trefferwertung;2885;xxxx
+2 Trefferwertung;2886;xxxx
+3 Kritische Trefferwertung;2887;xxxx
+6 Blockwert;2888;xxxx
+5 Zaubermacht;2889;xxxx
+4 Willenskraft;2890;xxxx
+4 Stärke;2892;xxxx
+3 Beweglichkeit;2893;xxxx
+4 Ausdauer;2895;xxxx
+4 Zaubermacht;2900;xxxx
+2 Zaubermacht;2901;xxxx
+2 Kritische Trefferwertung;2902;xxxx
+$i Ausdauer und +$i Intelligenz;2906;xxxx
+2 Parierwertung;2907;xxxx
+4 Trefferwertung;2908;xxxx
+2 Trefferwertung;2909;xxxx
+3 Zaubermacht;2910;xxxx
+7 Stärke;2919;xxxx
+3 Ausdauer;2925;xxxx
+2 Ausweichwertung;2926;xxxx
+4 Stärke;2927;xxxx
+12 Zaubermacht;2928;xxxx
+2 Waffenschaden;2929;xxxx
+12 Zaubermacht;2930;xxxx
+4 alle Werte;2931;xxxx
+4 Verteidigungswertung;2932;xxxx
+15 Abhärtungswertung;2933;xxxx
+10 Kritische Trefferwertung;2934;xxxx
+15 Trefferwertung;2935;xxxx
+8 Angriffskraft;2936;xxxx
+20 Zaubermacht;2937;xxxx
+20 Zauberdurchschlagskraft;2938;xxxx
Schwaches Tempo und Beweglichkeit +6;2939;xxxx
Schwaches Tempo und +9 Ausdauer;2940;xxxx
+2 Trefferwertung;2941;xxxx
+4 Kritische Trefferwertung;2951;xxxx
+4 Kritische Trefferwertung;2952;xxxx
+2 Zaubermacht;2953;xxxx
Beschwert (+12 Schaden);2954;xxxx
Beschwert (+14 Kritische Trefferwertung und +12 Schaden);2955;xxxx
+4 Blockwertung;2972;xxxx
+6 Angriffskraft;2973;xxxx
+4 Zaubermacht;2974;xxxx
+5 Blockwert;2975;xxxx
+2 Verteidigungswertung;2976;xxxx
+13 Ausweichwertung;2977;xxxx
+15 Ausweichwertung und Verteidigungswertung +10;2978;xxxx
+15 Zaubermacht;2979;xxxx
+18 Zaubermacht und alle 5 Sek. 5 Mana;2980;xxxx
+15 Zaubermacht;2981;xxxx
+18 Zaubermacht und +10 Kritische Trefferwertung;2982;xxxx
+26 Angriffskraft;2983;xxxx
+8 Schattenwiderstand;2984;xxxx
+8 Feuerwiderstand;2985;xxxx
+30 Angriffskraft und +10 Kritische Trefferwertung;2986;xxxx
+8 Frostwiderstand;2987;xxxx
+8 Naturwiderstand;2988;xxxx
+8 Arkanwiderstand;2989;xxxx
+13 Verteidigungswertung;2990;xxxx
+15 Verteidigungswertung und +10 Ausweichwertung;2991;xxxx
+6 Manaregeneration;2992;xxxx
+12 Zaubermacht und alle 5 Sek. 8 Mana;2993;xxxx
+13 Kritische Trefferwertung;2994;xxxx
+15 Kritische Trefferwertung und +12 Zaubermacht;2995;xxxx
+13 Kritische Trefferwertung;2996;xxxx
+15 Kritische Trefferwertung und +20 Angriffskraft;2997;xxxx
+7 alle Widerstandsarten;2998;xxxx
+16 Verteidigungswertung und +17 Ausweichwertung;2999;xxxx
+18 Ausdauer, +12 Ausweichwertung und +12 Abhärtungswertung;3000;xxxx
+19 Zaubermacht und alle 5 Sek. 9 Mana;3001;xxxx
+22 Zaubermacht und +14 Trefferwertung;3002;xxxx
+34 Angriffskraft und +16 Trefferwertung;3003;xxxx
+18 Ausdauer und +20 Abhärtungswertung;3004;xxxx
+20 Naturwiderstand;3005;xxxx
+20 Arkanwiderstand;3006;xxxx
+20 Feuerwiderstand;3007;xxxx
+20 Frostwiderstand;3008;xxxx
+20 Schattenwiderstand;3009;xxxx
+40 Angriffskraft und +10 Kritische Trefferwertung;3010;xxxx
+30 Ausdauer und +10 Beweglichkeit;3011;xxxx
+50 Angriffskraft und +12 Kritische Trefferwertung;3012;xxxx
+40 Ausdauer und +12 Beweglichkeit;3013;xxxx
Totem des Windzorns 5 (St70 Test);3014;xxxx
+2 Stärke;3015;xxxx
+2 Intelligenz;3016;xxxx
+3 Blockwertung;3017;xxxx
Felsbeißer 9;3018;xxxx
Felsbeißer 9;3019;xxxx
Felsbeißer 9;3020;xxxx
Felsbeißer 1;3021;xxxx
Felsbeißer 1;3022;xxxx
Felsbeißer 1;3023;xxxx
Felsbeißer 2;3024;xxxx
Felsbeißer 2;3025;xxxx
Felsbeißer 2;3026;xxxx
Felsbeißer 3;3027;xxxx
Felsbeißer 3;3028;xxxx
Felsbeißer 3;3029;xxxx
Felsbeißer 4;3030;xxxx
Felsbeißer 4;3031;xxxx
Felsbeißer 4;3032;xxxx
Felsbeißer 5;3033;xxxx
Felsbeißer 5;3034;xxxx
Felsbeißer 5;3035;xxxx
Felsbeißer 6;3036;xxxx
Felsbeißer 6;3037;xxxx
Felsbeißer 6;3038;xxxx
Felsbeißer 7;3039;xxxx
Felsbeißer 7;3040;xxxx
Felsbeißer 7;3041;xxxx
Felsbeißer 8;3042;xxxx
Felsbeißer 8;3043;xxxx
Felsbeißer 8;3044;xxxx
+3 Kritische Trefferwertung;3092;xxxx
+150 Angriffskraft gegen Untote und Dämonen;3093;xxxx
+4 Waffenkundewertung;3094;xxxx
+8 alle Widerstandsarten;3095;xxxx
+17 Stärke und +16 Intelligenz;3096;xxxx
+2 Willenskraft;3097;xxxx
+2 Zaubermacht;3098;xxxx
Gift;3102;xxxx
+4 Angriffskraft;3114;xxxx
+2 Beweglichkeit;3149;xxxx
Alle 5 Sek. 7 Mana;3150;xxxx
+2 Zaubermacht;3151;xxxx
+2 Kritische Trefferwertung;3152;xxxx
+2 Zaubermacht;3153;xxxx
+3 Ausdauer;3164;xxxx
+5 Zaubermacht;3198;xxxx
+170 Rüstung;3199;xxxx
+4 Willenskraft und +5 Zaubermacht;3200;xxxx
+3 Kritische Trefferwertung;3204;xxxx
+3 Kritische Trefferwertung;3205;xxxx
+20 Beweglichkeit;3222;xxxx
Adamantitwaffenkette;3223;xxxx
+6 Beweglichkeit;3224;xxxx
Scharfrichter;3225;xxxx
+10 Kritische Trefferwertung;3227;xxxx
+34 Angriffskraft;3228;xxxx
+12 Abhärtungswertung;3229;xxxx
+20 Frostwiderstand;3230;xxxx
+15 Waffenkundewertung;3231;xxxx
+15 Ausdauer und schwache Temposteigerung;3232;xxxx
+250 Mana;3233;xxxx
+20 Trefferwertung;3234;xxxx
+12 alle Widerstandsarten;3235;xxxx
+200 Gesundheit;3236;xxxx
+10 Waffenschaden;3237;xxxx
Sammler;3238;xxxx
Eisbrecher;3239;xxxx
+23 Zaubermacht;3240;xxxx
Lebensschutz;3241;xxxx
+35 Zauberdurchschlagskraft;3243;xxxx
Alle 5 Sek. 7 Gesundheit und Mana;3244;xxxx
+20 Abhärtungswertung;3245;xxxx
+28 Zaubermacht;3246;xxxx
+140 Angriffskraft gegen Untote;3247;xxxx
+18 Waffenkundewertung;3248;xxxx
+16 Kritische Trefferwertung;3249;xxxx
Eiswandler;3250;xxxx
Riesentöten;3251;xxxx
+8 alle Werte;3252;xxxx
+2% Bedrohung und +10 Parierwertung;3253;xxxx
+55 Zaubermacht;3255;xxxx
+10 Beweglichkeit und erhöhte Verstohlenheit;3256;xxxx
+54 Zaubermacht;3257;xxxx
+18 Zaubermacht;3258;xxxx
+22 Ausdauer;3259;xxxx
+240 Rüstung;3260;xxxx
+4 Kritische Trefferwertung;3263;xxxx
Gesegnete Waffenbeschichtung;3265;xxxx
Rechtschaffene Waffenbeschichtung;3266;xxxx
+4 Tempowertung;3267;xxxx
+3 Angeln;3269;xxxx
Todeskälte;3273;xxxx
+3 Zaubermacht;3279;xxxx
Test Reitgertenverzauberung;3288;xxxx
+10% Reittiertempo;3289;xxxx
Federgetriebener Unhangexpander;3290;xxxx
Test On Use Charges;3291;xxxx
+225 Rüstung;3294;xxxx
+16 Tempowertung;3295;xxxx
+10 Willenskraft und 2% verringerte Bedrohung;3296;xxxx
+275 Gesundheit;3297;xxxx
Außergewöhlniches Manaöl;3298;xxxx
Außergewöhnliches Zauberöl;3299;xxxx
+19 Zaubermacht;3300;xxxx
+6 Kritische Trefferwertung;3301;xxxx
+8 Verteidigungswertung;3302;xxxx
+8 Tempowertung;3303;xxxx
+8 Ausweichwertung;3304;xxxx
+12 Ausdauer;3305;xxxx
Alle 5 Sek. 2 Mana;3306;xxxx
+9 Ausdauer;3307;xxxx
+4 Tempowertung;3308;xxxx
+6 Tempowertung;3309;xxxx
+6 Intelligenz;3310;xxxx
+6 Willenskraft;3311;xxxx
+8 Stärke;3312;xxxx
+8 Beweglichkeit;3313;xxxx
+8 Kritische Trefferwertung;3314;xxxx
+3% Reittiertempo;3315;xxxx
+6 Kritische Trefferwertung;3316;xxxx
Test: Sockelverzauberung hinzufügen;3319;xxxx
Test Fertigkeitsbedingung Verzauberkunst;3320;xxxx
Gefrorene Runenwaffe;3322;xxxx
+45 Ausdauer und +15 Beweglichkeit;3325;xxxx
+55 Angriffskraft und +15 Kritische Trefferwertung;3326;xxxx
+55 Ausdauer und +22 Beweglichkeit;3327;xxxx
+75 Angriffskraft und +22 Kritische Trefferwertung;3328;xxxx
+12 Ausdauer;3329;xxxx
+18 Ausdauer;3330;xxxx
+72 Ausdauer und +35 Beweglichkeit;3331;xxxx
+100 Angriffskraft und +36 Kritische Trefferwertung;3332;xxxx
Gefrorene Runenklinge 2;3341;xxxx
Gefrorene Runenklinge 3;3342;xxxx
Gefrorene Runenklinge 4;3343;xxxx
Gefrorene Runenklinge 5;3344;xxxx
Lebensgeister 1;3345;xxxx
Lebensgeister 2;3346;xxxx
Lebensgeister 3;3347;xxxx
Lebensgeister 4;3348;xxxx
Lebensgeister 5;3349;xxxx
Lebensgeister 6;3350;xxxx
+6 Trefferwertung;3351;xxxx
+8 Willenskraft;3352;xxxx
+8 Intelligenz;3353;xxxx
+12 Ausdauer;3354;xxxx
+6 Beweglichkeit;3355;xxxx
+12 Angriffskraft;3356;xxxx
+6 Stärke;3357;xxxx
+6 Ausweichwertung;3358;xxxx
+4 Parierwertung;3359;xxxx
+8 Parierwertung;3360;xxxx
+6 Blockwertung;3361;xxxx
+6 Waffenkundewertung;3362;xxxx
+9 Blockwert;3363;xxxx
Runenwaffe verstärken;3364;xxxx
Rune des Schwertberstens;3365;xxxx
Rune des Lichbanns;3366;xxxx
Rune des Zauberberstens;3367;xxxx
Rune des gefallenen Kreuzfahrers;3368;xxxx
Rune des schwarzen Gletschers;3369;xxxx
Rune des schneidenden Eises;3370;xxxx
+100 Zaubermacht gegen Untote;3592;xxxx
+170 Angriffskraft gegen Untote;3593;xxxx
Rune des Schwertbrechens;3594;xxxx
Rune des Zauberbrechens;3595;xxxx
+5 Zaubermacht;3596;xxxx
Meisterlicher Feuerstein;3597;xxxx
Elektromagnetischer Pulsgenerator;3599;xxxx
+6 Abhärtungswertung;3600;xxxx
Bombengürtel;3601;xxxx
+7 Zaubermacht;3602;xxxx
Handmontierte Pyrorakete;3603;xxxx
Hypergeschwindigkeitsbeschleuniger;3604;xxxx
Dehnbares Innenfutter;3605;xxxx
+24 Kritische Trefferwertung;3606;xxxx
+40 Distanztempowertung;3607;xxxx
+40 Kritische Distanztrefferwertung;3608;xxxx
Geringer Feuerstein;3609;xxxx
Feuerstein;3610;xxxx
Großer Feuerstein;3611;xxxx
Erheblicher Feuerstein;3612;xxxx
Teufelsfeuerstein;3613;xxxx
Großartiger Feuerstein;3614;xxxx
Zauberstein;3615;xxxx
Großer Zauberstein;3616;xxxx
Erheblicher Zauberstein;3617;xxxx
Meisterlicher Zauberstein;3618;xxxx
Dämonischer Zauberstein;3619;xxxx
Großartiger Zauberstein;3620;xxxx
+21 Verteidigungswertung und Chance, bei einem Treffer Gesundheit zu regenerieren;3630;xxxx
+14 Angriffskraft und +7 Kritische Trefferwertung (ALT);3676;xxxx
Armschienensockel;3717;xxxx
+35 Zaubermacht und +12 Willenskraft;3718;xxxx
+50 Zaubermacht und +20 Willenskraft;3719;xxxx
+35 Zaubermacht und +20 Ausdauer;3720;xxxx
+50 Zaubermacht und +30 Ausdauer;3721;xxxx
Hell leuchtendes Garn;3722;xxxx
Handschuhsockel;3723;xxxx
+$i Tempowertung;3726;xxxx
+$i Trefferwertung;3727;xxxx
Dunkel glühendes Garn;3728;xxxx
Gürtelsockel;3729;xxxx
Schwertwallgarn;3730;xxxx
Titanwaffenkette;3731;xxxx
Titanstachel (45-67);3748;xxxx
+6 Verteidigungswertung;3751;xxxx
+5 Zaubermacht;3752;xxxx
+9 Zaubermacht;3753;xxxx
+24 Angriffskraft, +10 Ausdauer und +10 Trefferwertung;3754;xxxx
+28 Angriffskraft und +12 Ausweichwertung;3755;xxxx
+130 Angriffskraft;3756;xxxx
+102 Ausdauer;3757;xxxx
+76 Zaubermacht;3758;xxxx
+70 Feuerwiderstand;3759;xxxx
+70 Frostwiderstand;3760;xxxx
+70 Schattenwiderstand;3761;xxxx
+70 Naturwiderstand;3762;xxxx
+70 Arkanwiderstand;3763;xxxx
+12 Angriffskraft;3764;xxxx
+4 Rüstungsdurchschlagwertung;3765;xxxx
+12 Ausdauer;3766;xxxx
Sofort wirkendes Gift VIII;3768;xxxx
Sofort wirkendes Gift IX;3769;xxxx
Tödliches Gift VIII;3770;xxxx
Tödliches Gift IX;3771;xxxx
Wundgift VI;3772;xxxx
Wundgift VII;3773;xxxx
Beruhigendes Gift II;3774;xxxx
+30 Zaubermacht und +15 Kritische Trefferwertung;3775;xxxx
+45 Angriffskraft und +15 Kritische Trefferwertung;3776;xxxx
+20 Verteidigung und +15 Ausweichwertung;3777;xxxx
+8 Waffenkundewertung;3778;xxxx
Flammenzunge 8;3779;xxxx
Flammenzunge 9;3780;xxxx
Flammenzunge 10;3781;xxxx
Frostbrand 7;3782;xxxx
Frostbrand 8;3783;xxxx
Frostbrand 9;3784;xxxx
Windzorn 6;3785;xxxx
Windzorn 7;3786;xxxx
Windzorn 8;3787;xxxx
+25 Trefferwertung und +25 Kritische Trefferwertung;3788;xxxx
Berserker;3789;xxxx
Schwarzmagie;3790;xxxx
+30 Ausdauer;3791;xxxx
+40 Angriffskraft und +15 Abhärtungswertung;3793;xxxx
+23 Zaubermacht und +15 Abhärtungswertung;3794;xxxx
+50 Angriffskraft und +20 Abhärtungswertung;3795;xxxx
+29 Zaubermacht und +20 Abhärtungswertung;3796;xxxx
+29 Zaubermacht und +20 Abhärtungswertung;3797;xxxx
+18 Zaubermacht und +10 Kritische Trefferwertung;3806;xxxx
+18 Zaubermacht und alle 5 Sek. 5 Mana;3807;xxxx
+40 Angriffskraft und +15 Kritische Trefferwertung;3808;xxxx
+24 Zaubermacht und alle 5 Sek. 8 Mana;3809;xxxx
+24 Zaubermacht und +15 Kritische Trefferwertung;3810;xxxx
+20 Ausweichwertung und +15 Verteidigungswertung;3811;xxxx
+25 Frostwiderstand und +30 Ausdauer;3812;xxxx
+25 Naturwiderstand und +30 Ausdauer;3813;xxxx
+25 Schattenwiderstand und +30 Ausdauer;3814;xxxx
+25 Arkanwiderstand und +30 Ausdauer;3815;xxxx
+25 Feuerwiderstand und +30 Ausdauer;3816;xxxx
+50 Angriffskraft und +20 Kritische Trefferwertung;3817;xxxx
+37 Ausdauer und +20 Verteidigungswertung;3818;xxxx
+30 Zaubermacht und alle 5 Sek. 10 Mana;3819;xxxx
+30 Zaubermacht und +20 Kritische Trefferwertung;3820;xxxx
+8 Abhärtungswertung;3821;xxxx
+55 Ausdauer und +22 Beweglichkeit;3822;xxxx
+75 Angriffskraft und +22 Kritische Trefferwertung;3823;xxxx
+24 Angriffskraft;3824;xxxx
+15 Tempowertung;3825;xxxx
+12 Trefferwertung und +12 Kritische Trefferwertung;3826;xxxx
+110 Angriffskraft;3827;xxxx
+85 Angriffskraft;3828;xxxx
+35 Angriffskraft;3829;xxxx
+50 Zaubermacht;3830;xxxx
+23 Tempowertung;3831;xxxx
+10 alle Werte;3832;xxxx
+65 Angriffskraft;3833;xxxx
+63 Zaubermacht;3834;xxxx
+120 Angriffskraft und +15 Kritische Trefferwertung;3835;xxxx
+70 Zaubermacht und alle 5 Sek. 8 Mana;3836;xxxx
+60 Ausweichwertung und +15 Verteidigungswertung;3837;xxxx
+70 Zaubermacht und +15 Kritische Trefferwertung;3838;xxxx
+40 Angriffskraft;3839;xxxx
+23 Zaubermacht;3840;xxxx
+23 Zaubermacht;3841;xxxx
+30 Ausdauer und +25 Abhärtungswertung;3842;xxxx
Zielfernrohr (+15 Schaden);3843;xxxx
+45 Willenskraft;3844;xxxx
+50 Angriffskraft;3845;xxxx
+40 Zaubermacht;3846;xxxx
Rune des Steinhautgargoyles;3847;xxxx
Stabsockel;3848;xxxx
Titanbeschlag;3849;xxxx
+40 Ausdauer;3850;xxxx
+50 Ausdauer;3851;xxxx
+30 Ausdauer und +15 Abhärtungswertung;3852;xxxx
+40 Abhärtungswertung und +28 Ausdauer;3853;xxxx
+81 Zaubermacht;3854;xxxx
+69 Zaubermacht;3855;xxxx
+100 Beweglichkeit;3856;xxxx
