long;str;
2436;Alle 5 Sek. 9 Gesundheit;xxxx
2437;Alle 5 Sek. 9 Gesundheit;xxxx
2438;Alle 5 Sek. 10 Gesundheit;xxxx
2443;+7 Frostzauberschaden;xxxx
2463;+7 Feuerwiderstand;xxxx
2483;+5 Feuerwiderstand;xxxx
2484;+5 Frostwiderstand;xxxx
2485;+5 Arkanwiderstand;xxxx
2486;+5 Naturwiderstand;xxxx
2487;+5 Schattenwiderstand;xxxx
2488;+5 alle Widerstandsarten;xxxx
2503;+5 Ausweichwertung;xxxx
2504;+30 Zaubermacht;xxxx
2505;+29 Zaubermacht;xxxx
2506;+28 Kritische Nahkampftrefferwertung;xxxx
2523;+30 Distanztrefferwertung;xxxx
2543;+10 Tempowertung;xxxx
2544;+8 Zaubermacht;xxxx
2545;+12 Ausweichwertung;xxxx
2563;+15 Stärke;xxxx
2564;+15 Beweglichkeit;xxxx
2565;+9 Willenskraft;xxxx
2566;+13 Zaubermacht;xxxx
2567;+20 Willenskraft;xxxx
2568;+22 Intelligenz;xxxx
2583;+10 Ausweichwertung, +10 Ausdauer und +10 Parierwertung;xxxx
2584;+10 Ausweichwertung, +10 Ausdauer und +10 Intelligenz;xxxx
2585;+28 Angriffskraft / +12 Ausweichwertung;xxxx
2586;+24 Distanzangriffskraft / +10 Ausdauer / +10 Trefferwertung;xxxx
2587;+13 Zaubermacht und +15 Intelligenz;xxxx
2588;+18 Zaubermacht und +8 Trefferwertung;xxxx
2589;+18 Zaubermacht und +10 Ausdauer;xxxx
2590;+10 Intelligenz, +10 Ausdauer und +10 Willenskraft;xxxx
2591;+10 Intelligenz, +10 Ausdauer und +12 Zaubermacht;xxxx
2603;+2 Angeln;xxxx
2604;+18 Zaubermacht;xxxx
2605;+18 Zaubermacht;xxxx
2606;+30 Angriffskraft;xxxx
2607;+12 Zaubermacht;xxxx
2608;+13 Zaubermacht;xxxx
2609;+15 Zaubermacht;xxxx
2610;+14 Zaubermacht;xxxx
2611;zzOLDBlank;xxxx
2612;+18 Zaubermacht;xxxx
2613;+2% Bedrohung;xxxx
2614;+20 Schattenzaubermacht;xxxx
2615;+20 Frostzaubermacht;xxxx
2616;+20 Feuerzaubermacht;xxxx
2617;+16 Zaubermacht;xxxx
2618;+15 Beweglichkeit;xxxx
2619;+15 Feuerwiderstand;xxxx
2620;+15 Naturwiderstand;xxxx
2621;2% verringerte Bedrohung;xxxx
2622;+12 Ausweichwertung;xxxx
2623;Schwaches Zauberöl;xxxx
2624;Schwaches Manaöl;xxxx
2625;Geringes Manaöl;xxxx
2626;Geringes Zauberöl;xxxx
2627;Zauberöl;xxxx
2628;Hervorragendes Zauberöl;xxxx
2629;Hervorragendes Manaöl;xxxx
2630;Tödliches Gift V;xxxx
2631;Rückkopplung 6;xxxx
2632;Felsbeißer 8;xxxx
2633;Felsbeißer 9;xxxx
2634;Flammenzunge 7;xxxx
2635;Frostbrand 6;xxxx
2636;Windzorn 5;xxxx
2637;Totem der Flammenzunge 5;xxxx
2638;Totem des Windzorns 4;xxxx
2639;Totem des Windzorns 5;xxxx
2640;Beruhigendes Gift;xxxx
2641;Sofort wirkendes Gift VII;xxxx
2642;Tödliches Gift VI;xxxx
2643;Tödliches Gift VII;xxxx
2644;Wundgift V;xxxx
2645;Feuerstein 5;xxxx
2646;+25 Beweglichkeit;xxxx
2647;+12 Stärke;xxxx
2648;+14 Ausweichwertung;xxxx
2649;+12 Ausdauer;xxxx
2650;+15 Zaubermacht;xxxx
2651;+12 Zaubermacht;xxxx
2652;+11 Zaubermacht;xxxx
2653;+12 Ausweichwertung;xxxx
2654;+12 Intelligenz;xxxx
2655;+15 Parierwertung;xxxx
2656;+10 Willenskraft und +10 Ausdauer;xxxx
2657;+12 Beweglichkeit;xxxx
2658;+10 Trefferwertung und +10 kritische Trefferwertung;xxxx
2659;+150 Gesundheit;xxxx
2660;+150 Mana;xxxx
2661;+6 alle Werte;xxxx
2662;+120 Rüstung;xxxx
2663;+7 alle Widerstandsarten;xxxx
2664;+7 alle Widerstandsarten;xxxx
2665;+35 Willenskraft;xxxx
2666;+30 Intelligenz;xxxx
2667;+70 Angriffskraft;xxxx
2668;+20 Stärke;xxxx
2669;+40 Zaubermacht;xxxx
2670;+35 Beweglichkeit;xxxx
2671;+50 Arkan- und Feuerzaubermacht;xxxx
2672;+54 Schatten- und Frostzaubermacht;xxxx
2673;Mungo;xxxx
2674;Zauberflut;xxxx
2675;Meister des Kampfes;xxxx
2676;Überragendes Manaöl;xxxx
2677;Überragendes Manaöl;xxxx
2678;Überragendes Zauberöl;xxxx
2679;+12 Willenskraft;xxxx
2680;+7 alle Widerstandsarten;xxxx
2681;+10 Naturwiderstand;xxxx
2682;+10 Frostwiderstand;xxxx
2683;+10 Schattenwiderstand;xxxx
2684;+100 Angriffskraft gegen Untote;xxxx
2685;+60 Zaubermacht gegen Untote;xxxx
2702;+12 Beweglichkeit (2 rote Edelsteine);xxxx
2712;Geschärft (+12 Schaden);xxxx
2713;Geschärft (+14 kritische Trefferwertung und +12 Schaden);xxxx
2714;Teufelsstahlstachel (26-38);xxxx
2715;+16 Zaubermacht und alle 5 Sek. 6 Mana;xxxx
2716;+16 Ausdauer und +100 Rüstung;xxxx
2717;+26 Angriffskraft und +14 kritische Trefferwertung;xxxx
2718;Geringe Rune des Schutzes;xxxx
2719;Geringer Zauberschutz der Abschirmung;xxxx
2720;Großer Zauberschutz der Abschirmung;xxxx
2721;+15 Zaubermacht und +14 kritische Trefferwertung;xxxx
2722;Zielfernrohr (+10 Schaden);xxxx
2723;Zielfernrohr (+12 Schaden);xxxx
2724;Zielfernrohr (+28 kritische Trefferwertung);xxxx
2745;+25 Zaubermacht und +15 Ausdauer;xxxx
2746;+35 Zaubermacht und +20 Ausdauer;xxxx
2747;+25 Zaubermacht und +15 Ausdauer;xxxx
2748;+35 Zaubermacht und +20 Ausdauer;xxxx
2749;+12 Intelligenz;xxxx
2750;Alle 5 Sek. 6 Mana;xxxx
2751;+14 Kritische Trefferwertung;xxxx
2766;+8 Intelligenz;xxxx
2767;+8 Trefferwertung;xxxx
2768;+16 Zaubermacht;xxxx
2769;+11 Trefferwertung;xxxx
2770;+7 Zaubermacht;xxxx
2771;+8 Kritische Trefferwertung;xxxx
2772;+14 Kritische Trefferwertung;xxxx
2773;+16 Kritische Trefferwertung;xxxx
2774;+11 Intelligenz;xxxx
2775;+11 Kritische Trefferwertung;xxxx
2776;+8 Willenskraft;xxxx
2777;+13 Willenskraft;xxxx
2778;+16 Zauberdurchschlag;xxxx
2779;+16 Willenskraft;xxxx
2780;+20 Zauberdurchschlag;xxxx
2781;+19 Ausdauer;xxxx
2782;+10 Beweglichkeit;xxxx
2783;+14 Trefferwertung;xxxx
2784;+12 Trefferwertung;xxxx
2785;+13 Trefferwertung;xxxx
2786;+7 Trefferwertung;xxxx
2787;+8 Kritische Trefferwertung;xxxx
2788;+9 Abhärtung;xxxx
2789;+15 Abhärtung;xxxx
2790;Geringe Rune des Schutzes;xxxx
2791;Große Rune des Schutzes;xxxx
2792;+8 Ausdauer;xxxx
2793;+8 Ausweichwertung;xxxx
2794;+8 Willenskraft;xxxx
2795;Bequeme Einlegesohlen;xxxx
2796;+15 Ausweichwertung;xxxx
2797;+9 Ausweichwertung;xxxx
2798;+$i Intelligenz (+$n/+$f);xxxx
2799;+$i Ausdauer (+$n/+$f);xxxx
2800;+$i Rüstung (+$n/+$f);xxxx
2801;+8 Abhärtung;xxxx
2802;+$i Beweglichkeit;xxxx
2803;+$i Ausdauer;xxxx
2804;+$i Intelligenz;xxxx
2805;+$i Stärke;xxxx
2806;+$i Willenskraft;xxxx
2807;+$i Arkanschaden;xxxx
2808;+$i Feuerschaden;xxxx
2809;+$i Naturschaden;xxxx
2810;+$i Frostschaden;xxxx
2811;+$i Schattenschaden;xxxx
2812;+$i Heilung;xxxx
2813;+$i Ausweichwertung;xxxx
2814;Alle 5 Sek. $i Gesundheit;xxxx
2815;+$i Ausweichwertung;xxxx
2816;Alle 5 Sek. $i Mana;xxxx
2817;+$i Arkanwiderstand;xxxx
2818;+$i Feuerwiderstand;xxxx
2819;+$i Frostwiderstand;xxxx
2820;+$i Naturwiderstand;xxxx
2821;+$i Schattenwiderstand;xxxx
2822;+$i Kritische Trefferwertung;xxxx
2823;+$i Kritische Trefferwertung;xxxx
2824;+$i Zaubermacht;xxxx
2825;+$i Angriffskraft;xxxx
2826;+$i Blockwertung;xxxx
2836;Alle 5 Sek. 3 Mana;xxxx
2837;+7 Willenskraft;xxxx
2838;+7 Kritische Trefferwertung;xxxx
2839;+14 Kritische Trefferwertung;xxxx
2840;+21 Ausdauer;xxxx
2841;+10 Ausdauer;xxxx
2842;+8 Willenskraft;xxxx
2843;+8 Kritische Trefferwertung;xxxx
2844;+8 Trefferwertung;xxxx
2845;+11 Trefferwertung;xxxx
2846;Alle 5 Sek. 4 Mana;xxxx
2847;Alle 5 Sek. 4 Mana;xxxx
2848;Alle 5 Sek. 5 Mana;xxxx
2849;+7 Ausweichwertung;xxxx
2850;+13 Kritische Trefferwertung;xxxx
2851;+19 Ausdauer;xxxx
2852;Alle 5 Sek. 7 Mana;xxxx
2853;Alle 5 Sek. 8 Mana;xxxx
2854;Alle 5 Sek. 3 Mana;xxxx
2855;Alle 5 Sek. 5 Mana;xxxx
2856;+4 Abhärtungswertung;xxxx
2857;+2 Kritische Trefferwertung;xxxx
2858;+2 Kritische Trefferwertung;xxxx
2859;+3 Abhärtungswertung;xxxx
2860;+3 Trefferwertung;xxxx
2861;+3 Ausweichwertung;xxxx
2862;+3 Abhärtungswertung;xxxx
2863;+3 Intelligenz;xxxx
2864;+4 Kritische Trefferwertung;xxxx
2865;+4 Willenskraft;xxxx
2866;+3 Willenskraft;xxxx
2867;+2 Abhärtungswertung;xxxx
2868;+6 Ausdauer;xxxx
2869;+4 Intelligenz;xxxx
2870;+3 Parierwertung;xxxx
2871;+4 Ausweichwertung;xxxx
2872;+5 Zaubermacht;xxxx
2873;+4 Trefferwertung;xxxx
2874;+4 Kritische Trefferwertung;xxxx
2875;+3 Kritische Trefferwertung;xxxx
2876;+3 Ausweichwertung;xxxx
2877;+4 Beweglichkeit;xxxx
2878;+4 Abhärtungswertung;xxxx
2879;+3 Stärke;xxxx
2880;+3 Trefferwertung;xxxx
2881;+2 Willenskraft;xxxx
2882;+6 Ausdauer;xxxx
2883;+4 Ausdauer;xxxx
2884;+2 Kritische Trefferwertung;xxxx
2885;+2 Kritische Trefferwertung;xxxx
2886;+2 Trefferwertung;xxxx
2887;+3 Kritische Trefferwertung;xxxx
2888;+6 Blockwert;xxxx
2889;+5 Zaubermacht;xxxx
2890;+4 Willenskraft;xxxx
2892;+4 Stärke;xxxx
2893;+3 Beweglichkeit;xxxx
2895;+4 Ausdauer;xxxx
2900;+4 Zaubermacht;xxxx
2901;+2 Zaubermacht;xxxx
2902;+2 Kritische Trefferwertung;xxxx
2906;+$i Ausdauer und +$i Intelligenz;xxxx
2907;+2 Parierwertung;xxxx
2908;+4 Trefferwertung;xxxx
2909;+2 Trefferwertung;xxxx
2910;+3 Zaubermacht;xxxx
2919;+7 Stärke;xxxx
2925;+3 Ausdauer;xxxx
2926;+2 Ausweichwertung;xxxx
2927;+4 Stärke;xxxx
2928;+12 Zaubermacht;xxxx
2929;+2 Waffenschaden;xxxx
2930;+12 Zaubermacht;xxxx
2931;+4 alle Werte;xxxx
2932;+4 Ausweichwertung;xxxx
2933;+15 Abhärtungswertung;xxxx
2934;+10 Kritische Trefferwertung;xxxx
2935;+15 Trefferwertung;xxxx
2936;+8 Angriffskraft;xxxx
2937;+20 Zaubermacht;xxxx
2938;+20 Zauberdurchschlag;xxxx
2939;Schwaches Tempo und Beweglichkeit +6;xxxx
2940;Schwaches Tempo und +9 Ausdauer;xxxx
2941;+2 Trefferwertung;xxxx
2951;+4 Kritische Trefferwertung;xxxx
2952;+4 Kritische Trefferwertung;xxxx
2953;+2 Zaubermacht;xxxx
2954;Beschwert (+12 Schaden);xxxx
2955;Beschwert (+14 kritische Trefferwertung und +12 Schaden);xxxx
2972;+4 Blockwertung;xxxx
2973;+6 Angriffskraft;xxxx
2974;+4 Zaubermacht;xxxx
2975;+5 Blockwert;xxxx
2976;+2 Ausweichwertung;xxxx
2977;+13 Ausweichwertung;xxxx
2978;+15 Ausweichwertung und +15 Ausdauer;xxxx
2979;+15 Zaubermacht;xxxx
2980;+15 Intelligenz und +10 Willenskraft;xxxx
2981;+15 Zaubermacht;xxxx
2982;+18 Zaubermacht und +10 kritische Trefferwertung;xxxx
2983;+26 Angriffskraft;xxxx
2984;+8 Schattenwiderstand;xxxx
2985;+8 Feuerwiderstand;xxxx
2986;+30 Angriffskraft und +10 kritische Trefferwertung;xxxx
2987;+8 Frostwiderstand;xxxx
2988;+8 Naturwiderstand;xxxx
2989;+8 Arkanwiderstand;xxxx
2990;+13 Ausweichwertung;xxxx
2991;+10 Ausweichwertung und +15 Parierwertung;xxxx
2992;+12 Willenskraft;xxxx
2993;+10 Intelligenz und +16 Willenskraft;xxxx
2994;+13 Kritische Trefferwertung;xxxx
2995;+15 Kritische Trefferwertung und +12 Zaubermacht;xxxx
2996;+13 Kritische Trefferwertung;xxxx
2997;+15 Kritische Trefferwertung und +20 Angriffskraft;xxxx
2998;+7 alle Widerstandsarten;xxxx
2999;+16 Parierwertung und +17 Ausweichwertung;xxxx
3000;+18 Ausdauer, +12 Ausweichwertung und +12 Abhärtungswertung;xxxx
3001;+16 Intelligenz und +18 Willenskraft;xxxx
3002;+22 Zaubermacht und +14 Trefferwertung;xxxx
3003;+34 Angriffskraft und +16 Trefferwertung;xxxx
3004;+18 Ausdauer und +20 Abhärtungswertung;xxxx
3005;+20 Naturwiderstand;xxxx
3006;+20 Arkanwiderstand;xxxx
3007;+20 Feuerwiderstand;xxxx
3008;+20 Frostwiderstand;xxxx
3009;+20 Schattenwiderstand;xxxx
3010;+40 Angriffskraft und +10 kritische Trefferwertung;xxxx
3011;+30 Ausdauer und +10 Beweglichkeit;xxxx
3012;+50 Angriffskraft und +12 kritische Trefferwertung;xxxx
3013;+40 Ausdauer und +12 Beweglichkeit;xxxx
3014;Totem des Windzorns 5 (St70 Test);xxxx
3015;+2 Stärke;xxxx
3016;+2 Intelligenz;xxxx
3017;+3 Blockwertung;xxxx
3018;Felsbeißer 9;xxxx
3019;Felsbeißer 9;xxxx
3020;Felsbeißer 9;xxxx
3021;Felsbeißer;xxxx
3022;Felsbeißer 1;xxxx
3023;Felsbeißer 1;xxxx
3024;Felsbeißer 2;xxxx
3025;Felsbeißer 2;xxxx
3026;Felsbeißer 2;xxxx
3027;Felsbeißer 3;xxxx
3028;Felsbeißer 3;xxxx
3029;Felsbeißer 3;xxxx
3030;Felsbeißer 4;xxxx
3031;Felsbeißer 4;xxxx
3032;Felsbeißer 4;xxxx
3033;Felsbeißer 5;xxxx
3034;Felsbeißer 5;xxxx
3035;Felsbeißer 5;xxxx
3036;Felsbeißer 6;xxxx
3037;Felsbeißer 6;xxxx
3038;Felsbeißer 6;xxxx
3039;Felsbeißer 7;xxxx
3040;Felsbeißer 7;xxxx
3041;Felsbeißer 7;xxxx
3042;Felsbeißer 8;xxxx
3043;Felsbeißer 8;xxxx
3044;Felsbeißer 8;xxxx
3092;+3 Kritische Trefferwertung;xxxx
3093;+150 Angriffskraft gegen Untote und Dämonen;xxxx
3094;+4 Waffenkundewertung;xxxx
3095;+8 alle Widerstandsarten;xxxx
3096;+17 Stärke und +16 Intelligenz;xxxx
3097;+2 Willenskraft;xxxx
3098;+2 Zaubermacht;xxxx
3102;Gift;xxxx
3114;+4 Angriffskraft;xxxx
3149;+2 Beweglichkeit;xxxx
3150;+14 Willenskraft;xxxx
3151;+2 Zaubermacht;xxxx
3152;+2 Kritische Trefferwertung;xxxx
3153;+2 Zaubermacht;xxxx
3164;+3 Ausdauer;xxxx
3198;+5 Zaubermacht;xxxx
3199;+170 Rüstung;xxxx
3200;+4 Willenskraft und +5 Zaubermacht;xxxx
3204;+3 Kritische Trefferwertung;xxxx
3205;+3 Kritische Trefferwertung;xxxx
3222;+20 Beweglichkeit;xxxx
3223;Adamantitwaffenkette;xxxx
3224;+6 Beweglichkeit;xxxx
3225;Scharfrichter;xxxx
3227;+10 Kritische Trefferwertung;xxxx
3228;+34 Angriffskraft;xxxx
3229;+12 Abhärtungswertung;xxxx
3230;+20 Frostwiderstand;xxxx
3231;+15 Waffenkundewertung;xxxx
3232;+15 Ausdauer und schwache Temposteigerung;xxxx
3233;+250 Mana;xxxx
3234;+20 Trefferwertung;xxxx
3235;+12 alle Widerstandsarten;xxxx
3236;+200 Gesundheit;xxxx
3237;+10 Waffenschaden;xxxx
3238;Sammler;xxxx
3239;Eisbrecher;xxxx
3240;+23 Zaubermacht;xxxx
3241;Lebensschutz;xxxx
3243;+35 Zauberdurchschlag;xxxx
3244;+14 Willenskraft und +14 Ausdauer;xxxx
3245;+20 Abhärtungswertung;xxxx
3246;+28 Zaubermacht;xxxx
3247;+140 Angriffskraft gegen Untote;xxxx
3248;+18 Waffenkundewertung;xxxx
3249;+16 Kritische Trefferwertung;xxxx
3250;Eiswandler;xxxx
3251;Riesentöten;xxxx
3252;+8 alle Werte;xxxx
3253;+2% Bedrohung und +10 Parierwertung;xxxx
3255;+55 Zaubermacht;xxxx
3256;+10 Beweglichkeit und +40 Rüstung;xxxx
3257;+54 Zaubermacht;xxxx
3258;+18 Zaubermacht;xxxx
3259;+22 Ausdauer;xxxx
3260;+240 Rüstung;xxxx
3263;+4 Kritische Trefferwertung;xxxx
3265;Gesegnete Waffenbeschichtung;xxxx
3266;Rechtschaffene Waffenbeschichtung;xxxx
3267;+4 Tempowertung;xxxx
3269;+3 Angeln;xxxx
3273;Todeskälte;xxxx
3279;+3 Zaubermacht;xxxx
3288;Test Reitgertenverzauberung;xxxx
3289;+10% Reittiertempo;xxxx
3290;Federgetriebener Unhangexpander;xxxx
3291;Test On Use Charges;xxxx
3294;+225 Rüstung;xxxx
3295;+16 Tempowertung;xxxx
3296;+10 Willenskraft und 2% verringerte Bedrohung;xxxx
3297;+275 Gesundheit;xxxx
3298;Außergewöhlniches Manaöl;xxxx
3299;Außergewöhnliches Zauberöl;xxxx
3300;+19 Zaubermacht;xxxx
3301;+6 Kritische Trefferwertung;xxxx
3302;+8 Ausweichwertung;xxxx
3303;+8 Tempowertung;xxxx
3304;+8 Ausweichwertung;xxxx
3305;+12 Ausdauer;xxxx
3306;Alle 5 Sek. 2 Mana;xxxx
3307;+9 Ausdauer;xxxx
3308;+4 Tempowertung;xxxx
3309;+6 Tempowertung;xxxx
3310;+6 Intelligenz;xxxx
3311;+6 Willenskraft;xxxx
3312;+8 Stärke;xxxx
3313;+8 Beweglichkeit;xxxx
3314;+8 Kritische Trefferwertung;xxxx
3315;+3% Reittiertempo;xxxx
3316;+6 Kritische Trefferwertung;xxxx
3319;Test: Sockelverzauberung hinzufügen;xxxx
3320;Test Fertigkeitsbedingung Verzauberkunst;xxxx
3322;Gefrorene Runenwaffe;xxxx
3325;+45 Ausdauer und +15 Beweglichkeit;xxxx
3326;+55 Angriffskraft und +15 kritische Trefferwertung;xxxx
3327;+55 Ausdauer und +22 Beweglichkeit;xxxx
3328;+75 Angriffskraft und +22 kritische Trefferwertung;xxxx
3329;+12 Ausdauer;xxxx
3330;+18 Ausdauer;xxxx
3331;+72 Ausdauer und +35 Beweglichkeit;xxxx
3332;+100 Angriffskraft und +36 kritische Trefferwertung;xxxx
3341;Gefrorene Runenklinge 2;xxxx
3342;Gefrorene Runenklinge 3;xxxx
3343;Gefrorene Runenklinge 4;xxxx
3344;Gefrorene Runenklinge 5;xxxx
3345;Lebensgeister;xxxx
3346;Lebensgeister 2;xxxx
3347;Lebensgeister 3;xxxx
3348;Lebensgeister 4;xxxx
3349;Lebensgeister 5;xxxx
3350;Lebensgeister 6;xxxx
3351;+6 Trefferwertung;xxxx
3352;+8 Willenskraft;xxxx
3353;+8 Intelligenz;xxxx
3354;+12 Ausdauer;xxxx
3355;+6 Beweglichkeit;xxxx
3356;+12 Angriffskraft;xxxx
3357;+6 Stärke;xxxx
3358;+6 Ausweichwertung;xxxx
3359;+4 Parierwertung;xxxx
3360;+8 Parierwertung;xxxx
3361;+6 Blockwertung;xxxx
3362;+6 Waffenkundewertung;xxxx
3363;+9 Blockwert;xxxx
3364;Runenwaffe verstärken;xxxx
3365;Rune des Schwertberstens;xxxx
3366;Rune des Lichbanns;xxxx
3367;Rune des Zauberberstens;xxxx
3368;Rune des gefallenen Kreuzfahrers;xxxx
3369;Rune des schwarzen Gletschers;xxxx
3370;Rune des schneidenden Eises;xxxx
3592;+100 Zaubermacht gegen Untote;xxxx
3593;+170 Angriffskraft gegen Untote;xxxx
3594;Rune des Schwertbrechens;xxxx
3595;Rune des Zauberbrechens;xxxx
3596;+5 Zaubermacht;xxxx
3597;Meisterlicher Feuerstein;xxxx
3599;Elektromagnetischer Pulsgenerator;xxxx
3600;+6 Abhärtungswertung;xxxx
3601;Bombengürtel;xxxx
3602;+7 Zaubermacht;xxxx
3603;Handmontierte Pyrorakete;xxxx
3604;Hypergeschwindigkeitsbeschleuniger;xxxx
3605;Dehnbares Innenfutter;xxxx
3607;+40 Distanztempowertung;xxxx
3608;+40 Kritische Distanztrefferwertung;xxxx
3609;Feuerstein;xxxx
3610;Feuerstein;xxxx
3611;Großer Feuerstein;xxxx
3612;Erheblicher Feuerstein;xxxx
3613;Teufelsfeuerstein;xxxx
3614;Großartiger Feuerstein;xxxx
3615;Zauberstein;xxxx
3616;Großer Zauberstein;xxxx
3617;Erheblicher Zauberstein;xxxx
3618;Meisterlicher Zauberstein;xxxx
3619;Dämonischer Zauberstein;xxxx
3620;Großartiger Zauberstein;xxxx
3630;+21 Ausweichwertung und Chance, bei einem Treffer Gesundheit zu regenerieren;xxxx
3676;+14 Angriffskraft und +7 kritische Trefferwertung (ALT);xxxx
3717;Armschienensockel;xxxx
3718;+35 Zaubermacht und +12 Willenskraft;xxxx
3719;+50 Zaubermacht und +20 Willenskraft;xxxx
3720;+35 Zaubermacht und +20 Ausdauer;xxxx
3721;+50 Zaubermacht und +30 Ausdauer;xxxx
3722;Hell leuchtendes Garn;xxxx
3723;Handschuhsockel;xxxx
3726;+$i Tempowertung;xxxx
3727;+$i Trefferwertung;xxxx
3728;Dunkel glühendes Garn;xxxx
3729;Gürtelsockel;xxxx
3730;Schwertwallgarn;xxxx
3731;Titanwaffenkette;xxxx
3748;Titanstachel (45-67);xxxx
3751;+6 Ausweichwertung;xxxx
3752;+5 Zaubermacht;xxxx
3753;+9 Zaubermacht;xxxx
3754;+24 Angriffskraft, +10 Ausdauer und +10 Trefferwertung;xxxx
3755;+28 Angriffskraft und +12 Ausweichwertung;xxxx
3756;+130 Angriffskraft;xxxx
3757;+102 Ausdauer;xxxx
3758;+76 Zaubermacht;xxxx
3759;+70 Feuerwiderstand;xxxx
3760;+70 Frostwiderstand;xxxx
3761;+70 Schattenwiderstand;xxxx
3762;+70 Naturwiderstand;xxxx
3763;+70 Arkanwiderstand;xxxx
3764;+12 Angriffskraft;xxxx
3765;+4 Kritische Trefferwertung;xxxx
3766;+12 Ausdauer;xxxx
3768;Sofort wirkendes Gift VIII;xxxx
3769;Sofort wirkendes Gift IX;xxxx
3770;Tödliches Gift VIII;xxxx
3771;Tödliches Gift IX;xxxx
3772;Wundgift VI;xxxx
3773;Wundgift VII;xxxx
3774;Beruhigendes Gift II;xxxx
3775;+30 Zaubermacht und +15 kritische Trefferwertung;xxxx
3776;+45 Angriffskraft und +15 kritische Trefferwertung;xxxx
3777;+20 Ausweichwertung und +22 Ausdauer;xxxx
3778;+8 Waffenkundewertung;xxxx
3779;Flammenzunge 8;xxxx
3780;Flammenzunge 9;xxxx
3781;Flammenzunge 10;xxxx
3782;Frostbrand 7;xxxx
3783;Frostbrand 8;xxxx
3784;Frostbrand 9;xxxx
3785;Windzorn 6;xxxx
3786;Windzorn 7;xxxx
3787;Windzorn 8;xxxx
3788;+25 Trefferwertung und +25 kritische Trefferwertung;xxxx
3789;Berserker;xxxx
3790;Schwarzmagie;xxxx
3791;+30 Ausdauer;xxxx
3793;+40 Angriffskraft und +15 Abhärtungswertung;xxxx
3794;+23 Zaubermacht und +15 Abhärtungswertung;xxxx
3795;+50 Angriffskraft und +20 Abhärtungswertung;xxxx
3796;+29 Zaubermacht und +20 Abhärtungswertung;xxxx
3797;+29 Zaubermacht und +20 Abhärtungswertung;xxxx
3806;+18 Zaubermacht und +10 kritische Trefferwertung;xxxx
3807;+15 Intelligenz und +10 Willenskraft;xxxx
3808;+40 Angriffskraft und +15 kritische Trefferwertung;xxxx
3809;+21 Intelligenz und +16 Willenskraft;xxxx
3810;+24 Zaubermacht und +15 kritische Trefferwertung;xxxx
3811;+20 Ausweichwertung und +22 Ausdauer;xxxx
3812;+25 Frostwiderstand und +30 Ausdauer;xxxx
3813;+25 Naturwiderstand und +30 Ausdauer;xxxx
3814;+25 Schattenwiderstand und +30 Ausdauer;xxxx
3815;+25 Arkanwiderstand und +30 Ausdauer;xxxx
3816;+25 Feuerwiderstand und +30 Ausdauer;xxxx
3817;+50 Angriffskraft und +20 kritische Trefferwertung;xxxx
3818;+20 Ausweichwertung und +37 Ausdauer;xxxx
3819;+26 Intelligenz und +20 Willenskraft;xxxx
3820;+26 Intelligenz und +20 kritische Trefferwertung;xxxx
3821;+8 Abhärtungswertung;xxxx
3822;+55 Ausdauer und +22 Beweglichkeit;xxxx
3823;+75 Angriffskraft und +22 kritische Trefferwertung;xxxx
3824;+24 Angriffskraft;xxxx
3825;+15 Tempowertung;xxxx
3826;+12 Trefferwertung und +12 kritische Trefferwertung;xxxx
3827;+110 Angriffskraft;xxxx
3828;+85 Angriffskraft;xxxx
3829;+35 Angriffskraft;xxxx
3830;+50 Zaubermacht;xxxx
3831;+23 Tempowertung;xxxx
3832;+10 alle Werte;xxxx
3833;+65 Angriffskraft;xxxx
3834;+63 Zaubermacht;xxxx
3835;+120 Angriffskraft und +15 kritische Trefferwertung;xxxx
3836;+60 Intelligenz und +15 Willenskraft;xxxx
3837;+60 Ausweichwertung und +15 Parierwertung;xxxx
3838;+70 Zaubermacht und +15 kritische Trefferwertung;xxxx
3839;+40 Angriffskraft;xxxx
3840;+23 Zaubermacht;xxxx
3841;+23 Zaubermacht;xxxx
3842;+30 Ausdauer und +25 Abhärtungswertung;xxxx
3843;Zielfernrohr (+15 Schaden);xxxx
3844;+45 Willenskraft;xxxx
3845;+50 Angriffskraft;xxxx
3846;+40 Zaubermacht;xxxx
3847;Rune des Steinhautgargoyles;xxxx
3848;Stabsockel;xxxx
3849;Titanbeschlag;xxxx
3850;+40 Ausdauer;xxxx
3851;+50 Ausdauer;xxxx
3852;+30 Ausdauer und +15 Abhärtungswertung;xxxx
3853;+40 Abhärtungswertung und +28 Ausdauer;xxxx
3854;+81 Zaubermacht;xxxx
3855;+69 Zaubermacht;xxxx
3856;+100 Beweglichkeit;xxxx
3857;+6 Ausweichwertung;xxxx
3858;+5 Trefferwertung;xxxx
3859;Elastisches Arachnogewebe;xxxx
3860;Vernetzte Rüstungsverstärkung;xxxx
3868;Angelköder (+100 Angelfertigkeit);xxxx
3869;Klingenbarrikade;xxxx
3870;Blutsauger;xxxx
3871;+6 Parierwertung;xxxx
3872;+50 Zaubermacht und +20 Willenskraft;xxxx
3873;+50 Zaubermacht und +30 Ausdauer;xxxx
3874;+130 Angriffskraft;xxxx
3875;+30 Angriffskraft und +10 kritische Trefferwertung;xxxx
3876;+15 Ausweichwertung und +10 Parierwertung;xxxx
3877;+16 Angriffskraft;xxxx
